Driver,LapNumber,LapTimeSeconds,Compound,TyreLife,Team
TSU,12.0,99.143,HARD,2.0,AlphaTauri
TSU,13.0,99.471,HARD,3.0,AlphaTauri
TSU,14.0,98.742,HARD,4.0,AlphaTauri
TSU,15.0,98.975,HARD,5.0,AlphaTauri
TSU,16.0,99.061,HARD,6.0,AlphaTauri
TSU,17.0,99.021,HARD,7.0,AlphaTauri
TSU,18.0,99.302,HARD,8.0,AlphaTauri
TSU,19.0,99.17,HARD,9.0,AlphaTauri
TSU,20.0,99.282,HARD,10.0,AlphaTauri
TSU,21.0,99.325,HARD,11.0,AlphaTauri
TSU,22.0,99.439,HARD,12.0,AlphaTauri
TSU,23.0,99.632,HARD,13.0,AlphaTauri
TSU,24.0,100.109,HARD,14.0,AlphaTauri
TSU,25.0,99.746,HARD,15.0,AlphaTauri
TSU,28.0,97.824,HARD,2.0,AlphaTauri
TSU,29.0,97.779,HARD,3.0,AlphaTauri
TSU,30.0,98.147,HARD,4.0,AlphaTauri
TSU,31.0,97.813,HARD,5.0,AlphaTauri
TSU,32.0,98.017,HARD,6.0,AlphaTauri
TSU,33.0,98.094,HARD,7.0,AlphaTauri
TSU,34.0,98.13,HARD,8.0,AlphaTauri
TSU,35.0,98.163,HARD,9.0,AlphaTauri
TSU,36.0,98.059,HARD,10.0,AlphaTauri
TSU,37.0,98.075,HARD,11.0,AlphaTauri
TSU,38.0,98.084,HARD,12.0,AlphaTauri
TSU,39.0,98.419,HARD,13.0,AlphaTauri
TSU,42.0,96.637,SOFT,5.0,AlphaTauri
TSU,43.0,97.028,SOFT,6.0,AlphaTauri
TSU,44.0,97.01,SOFT,7.0,AlphaTauri
TSU,45.0,97.021,SOFT,8.0,AlphaTauri
TSU,46.0,97.258,SOFT,9.0,AlphaTauri
TSU,47.0,97.359,SOFT,10.0,AlphaTauri
TSU,48.0,97.238,SOFT,11.0,AlphaTauri
TSU,49.0,97.528,SOFT,12.0,AlphaTauri
TSU,50.0,97.624,SOFT,13.0,AlphaTauri
TSU,51.0,97.706,SOFT,14.0,AlphaTauri
TSU,52.0,97.59,SOFT,15.0,AlphaTauri
TSU,53.0,97.675,SOFT,16.0,AlphaTauri
TSU,54.0,97.72,SOFT,17.0,AlphaTauri
TSU,55.0,97.945,SOFT,18.0,AlphaTauri
TSU,56.0,98.102,SOFT,19.0,AlphaTauri
TSU,57.0,98.246,SOFT,20.0,AlphaTauri
ALB,2.0,100.43,SOFT,2.0,Williams
ALB,3.0,100.143,SOFT,3.0,Williams
ALB,4.0,99.761,SOFT,4.0,Williams
ALB,13.0,98.649,SOFT,2.0,Williams
ALB,14.0,98.472,SOFT,3.0,Williams
ALB,15.0,99.158,SOFT,4.0,Williams
ALB,16.0,99.253,SOFT,5.0,Williams
ALB,17.0,99.094,SOFT,6.0,Williams
ALB,18.0,99.049,SOFT,7.0,Williams
ALB,19.0,99.272,SOFT,8.0,Williams
ALB,20.0,99.299,SOFT,9.0,Williams
ALB,21.0,99.591,SOFT,10.0,Williams
ALB,22.0,99.588,SOFT,11.0,Williams
ALB,23.0,99.802,SOFT,12.0,Williams
ALB,24.0,99.89,SOFT,13.0,Williams
ALB,25.0,99.832,SOFT,14.0,Williams
ALB,28.0,97.503,HARD,2.0,Williams
ALB,29.0,98.127,HARD,3.0,Williams
ALB,30.0,97.931,HARD,4.0,Williams
ALB,31.0,98.104,HARD,5.0,Williams
ALB,32.0,97.919,HARD,6.0,Williams
ALB,33.0,98.104,HARD,7.0,Williams
ALB,34.0,97.961,HARD,8.0,Williams
ALB,35.0,97.984,HARD,9.0,Williams
ALB,36.0,98.176,HARD,10.0,Williams
ALB,37.0,98.038,HARD,11.0,Williams
ALB,38.0,98.33,HARD,12.0,Williams
ALB,39.0,98.346,HARD,13.0,Williams
ALB,42.0,97.211,SOFT,2.0,Williams
ALB,43.0,97.144,SOFT,3.0,Williams
ALB,44.0,97.327,SOFT,4.0,Williams
ALB,45.0,97.503,SOFT,5.0,Williams
ALB,46.0,97.577,SOFT,6.0,Williams
ALB,47.0,97.545,SOFT,7.0,Williams
ALB,48.0,97.684,SOFT,8.0,Williams
ALB,49.0,97.609,SOFT,9.0,Williams
ALB,50.0,97.695,SOFT,10.0,Williams
ALB,51.0,97.727,SOFT,11.0,Williams
ALB,52.0,97.861,SOFT,12.0,Williams
ALB,53.0,97.778,SOFT,13.0,Williams
ALB,54.0,97.78,SOFT,14.0,Williams
ALB,55.0,97.803,SOFT,15.0,Williams
ALB,56.0,98.159,SOFT,16.0,Williams
ALB,57.0,98.137,SOFT,17.0,Williams
ZHO,14.0,99.33,HARD,2.0,Alfa Romeo
ZHO,15.0,99.229,HARD,3.0,Alfa Romeo
ZHO,16.0,98.998,HARD,4.0,Alfa Romeo
ZHO,17.0,99.143,HARD,5.0,Alfa Romeo
ZHO,18.0,98.873,HARD,6.0,Alfa Romeo
ZHO,19.0,98.794,HARD,7.0,Alfa Romeo
ZHO,20.0,98.896,HARD,8.0,Alfa Romeo
ZHO,21.0,98.888,HARD,9.0,Alfa Romeo
ZHO,22.0,99.115,HARD,10.0,Alfa Romeo
ZHO,23.0,99.462,HARD,11.0,Alfa Romeo
ZHO,24.0,99.503,HARD,12.0,Alfa Romeo
ZHO,25.0,99.066,HARD,13.0,Alfa Romeo
ZHO,26.0,99.427,HARD,14.0,Alfa Romeo
ZHO,27.0,99.235,HARD,15.0,Alfa Romeo
ZHO,28.0,99.412,HARD,16.0,Alfa Romeo
ZHO,29.0,99.361,HARD,17.0,Alfa Romeo
ZHO,30.0,99.382,HARD,18.0,Alfa Romeo
ZHO,31.0,99.67,HARD,19.0,Alfa Romeo
ZHO,34.0,97.037,SOFT,5.0,Alfa Romeo
ZHO,35.0,97.55,SOFT,6.0,Alfa Romeo
ZHO,36.0,97.957,SOFT,7.0,Alfa Romeo
ZHO,37.0,98.003,SOFT,8.0,Alfa Romeo
ZHO,38.0,98.422,SOFT,9.0,Alfa Romeo
ZHO,39.0,98.368,SOFT,10.0,Alfa Romeo
ZHO,42.0,99.904,SOFT,13.0,Alfa Romeo
ZHO,43.0,98.311,SOFT,14.0,Alfa Romeo
ZHO,44.0,97.974,SOFT,15.0,Alfa Romeo
ZHO,45.0,97.95,SOFT,16.0,Alfa Romeo
ZHO,46.0,98.336,SOFT,17.0,Alfa Romeo
ZHO,47.0,99.553,SOFT,18.0,Alfa Romeo
ZHO,48.0,98.596,SOFT,19.0,Alfa Romeo
ZHO,49.0,98.628,SOFT,20.0,Alfa Romeo
ZHO,50.0,99.893,SOFT,21.0,Alfa Romeo
ZHO,51.0,98.719,SOFT,22.0,Alfa Romeo
ZHO,52.0,98.713,SOFT,23.0,Alfa Romeo
ZHO,53.0,98.634,SOFT,24.0,Alfa Romeo
ZHO,56.0,93.996,SOFT,5.0,Alfa Romeo
HUL,3.0,100.484,SOFT,6.0,Haas F1 Team
HUL,13.0,99.406,HARD,2.0,Haas F1 Team
HUL,14.0,98.847,HARD,3.0,Haas F1 Team
HUL,15.0,98.972,HARD,4.0,Haas F1 Team
HUL,16.0,99.136,HARD,5.0,Haas F1 Team
HUL,17.0,99.396,HARD,6.0,Haas F1 Team
HUL,18.0,100.323,HARD,7.0,Haas F1 Team
HUL,19.0,99.633,HARD,8.0,Haas F1 Team
HUL,20.0,99.495,HARD,9.0,Haas F1 Team
HUL,21.0,99.703,HARD,10.0,Haas F1 Team
HUL,22.0,99.934,HARD,11.0,Haas F1 Team
HUL,23.0,99.866,HARD,12.0,Haas F1 Team
HUL,24.0,99.855,HARD,13.0,Haas F1 Team
HUL,25.0,100.295,HARD,14.0,Haas F1 Team
HUL,28.0,96.981,HARD,2.0,Haas F1 Team
HUL,29.0,97.398,HARD,3.0,Haas F1 Team
HUL,30.0,97.617,HARD,4.0,Haas F1 Team
HUL,31.0,97.891,HARD,5.0,Haas F1 Team
HUL,32.0,97.806,HARD,6.0,Haas F1 Team
HUL,33.0,97.761,HARD,7.0,Haas F1 Team
HUL,34.0,97.895,HARD,8.0,Haas F1 Team
HUL,35.0,98.093,HARD,9.0,Haas F1 Team
HUL,36.0,98.245,HARD,10.0,Haas F1 Team
HUL,37.0,98.108,HARD,11.0,Haas F1 Team
HUL,38.0,98.191,HARD,12.0,Haas F1 Team
HUL,39.0,98.184,HARD,13.0,Haas F1 Team
HUL,42.0,96.616,SOFT,5.0,Haas F1 Team
HUL,43.0,96.793,SOFT,6.0,Haas F1 Team
HUL,44.0,97.076,SOFT,7.0,Haas F1 Team
HUL,45.0,97.314,SOFT,8.0,Haas F1 Team
HUL,46.0,99.972,SOFT,9.0,Haas F1 Team
HUL,47.0,96.806,SOFT,10.0,Haas F1 Team
HUL,48.0,97.086,SOFT,11.0,Haas F1 Team
HUL,49.0,97.077,SOFT,12.0,Haas F1 Team
HUL,50.0,97.242,SOFT,13.0,Haas F1 Team
HUL,51.0,97.306,SOFT,14.0,Haas F1 Team
HUL,52.0,97.917,SOFT,15.0,Haas F1 Team
HUL,53.0,98.067,SOFT,16.0,Haas F1 Team
HUL,54.0,98.458,SOFT,17.0,Haas F1 Team
HUL,55.0,98.564,SOFT,18.0,Haas F1 Team
HUL,56.0,99.206,SOFT,19.0,Haas F1 Team
OCO,2.0,100.408,SOFT,5.0,Alpine
OCO,3.0,99.948,SOFT,6.0,Alpine
OCO,4.0,99.543,SOFT,7.0,Alpine
OCO,5.0,100.281,SOFT,8.0,Alpine
OCO,6.0,100.331,SOFT,9.0,Alpine
OCO,7.0,100.488,SOFT,10.0,Alpine
OCO,8.0,100.562,SOFT,11.0,Alpine
OCO,14.0,98.649,HARD,2.0,Alpine
OCO,17.0,98.78,HARD,5.0,Alpine
OCO,18.0,98.886,HARD,6.0,Alpine
OCO,19.0,98.817,HARD,7.0,Alpine
OCO,20.0,98.809,HARD,8.0,Alpine
OCO,21.0,98.976,HARD,9.0,Alpine
OCO,22.0,99.028,HARD,10.0,Alpine
OCO,23.0,100.052,HARD,11.0,Alpine
OCO,24.0,99.382,HARD,12.0,Alpine
OCO,25.0,99.435,HARD,13.0,Alpine
OCO,26.0,99.521,HARD,14.0,Alpine
OCO,27.0,99.594,HARD,15.0,Alpine
OCO,28.0,100.026,HARD,16.0,Alpine
OCO,30.0,99.757,HARD,18.0,Alpine
OCO,31.0,99.748,HARD,19.0,Alpine
OCO,34.0,96.797,HARD,2.0,Alpine
OCO,35.0,96.964,HARD,3.0,Alpine
OCO,36.0,97.364,HARD,4.0,Alpine
OCO,37.0,97.338,HARD,5.0,Alpine
OCO,38.0,97.216,HARD,6.0,Alpine
OCO,39.0,97.523,HARD,7.0,Alpine
NOR,2.0,100.433,SOFT,2.0,McLaren
NOR,3.0,99.777,SOFT,3.0,McLaren
NOR,12.0,99.314,HARD,2.0,McLaren
NOR,13.0,99.51,HARD,3.0,McLaren
NOR,14.0,99.243,HARD,4.0,McLaren
NOR,15.0,98.87,HARD,5.0,McLaren
NOR,16.0,98.86,HARD,6.0,McLaren
NOR,19.0,97.966,SOFT,5.0,McLaren
NOR,20.0,98.345,SOFT,6.0,McLaren
NOR,21.0,98.297,SOFT,7.0,McLaren
NOR,22.0,98.908,SOFT,8.0,McLaren
NOR,23.0,98.291,SOFT,9.0,McLaren
NOR,24.0,98.696,SOFT,10.0,McLaren
NOR,25.0,98.447,SOFT,11.0,McLaren
NOR,26.0,98.44,SOFT,12.0,McLaren
NOR,29.0,97.26,MEDIUM,2.0,McLaren
NOR,30.0,97.605,MEDIUM,3.0,McLaren
NOR,31.0,97.768,MEDIUM,4.0,McLaren
NOR,32.0,98.111,MEDIUM,5.0,McLaren
NOR,33.0,97.52,MEDIUM,6.0,McLaren
NOR,34.0,97.987,MEDIUM,7.0,McLaren
NOR,35.0,97.87,MEDIUM,8.0,McLaren
NOR,36.0,99.886,MEDIUM,9.0,McLaren
NOR,37.0,100.197,MEDIUM,10.0,McLaren
NOR,39.0,98.347,HARD,2.0,McLaren
NOR,41.0,96.705,HARD,4.0,McLaren
NOR,42.0,96.668,HARD,5.0,McLaren
NOR,43.0,96.687,HARD,6.0,McLaren
NOR,44.0,97.219,HARD,7.0,McLaren
NOR,45.0,97.426,HARD,8.0,McLaren
NOR,46.0,97.656,HARD,9.0,McLaren
NOR,47.0,100.433,HARD,10.0,McLaren
NOR,49.0,99.08,SOFT,6.0,McLaren
NOR,50.0,95.257,SOFT,7.0,McLaren
NOR,51.0,95.822,SOFT,8.0,McLaren
NOR,52.0,96.152,SOFT,9.0,McLaren
NOR,53.0,96.5,SOFT,10.0,McLaren
NOR,54.0,99.789,SOFT,11.0,McLaren
HAM,2.0,99.166,SOFT,5.0,Mercedes
HAM,3.0,99.22,SOFT,6.0,Mercedes
HAM,4.0,99.198,SOFT,7.0,Mercedes
HAM,5.0,99.335,SOFT,8.0,Mercedes
HAM,6.0,99.756,SOFT,9.0,Mercedes
HAM,7.0,99.757,SOFT,10.0,Mercedes
HAM,8.0,100.267,SOFT,11.0,Mercedes
HAM,9.0,100.323,SOFT,12.0,Mercedes
HAM,10.0,100.289,SOFT,13.0,Mercedes
HAM,14.0,98.308,HARD,2.0,Mercedes
HAM,15.0,98.527,HARD,3.0,Mercedes
HAM,16.0,98.617,HARD,4.0,Mercedes
HAM,17.0,98.704,HARD,5.0,Mercedes
HAM,18.0,98.69,HARD,6.0,Mercedes
HAM,19.0,98.684,HARD,7.0,Mercedes
HAM,20.0,98.478,HARD,8.0,Mercedes
HAM,21.0,98.581,HARD,9.0,Mercedes
HAM,22.0,98.46,HARD,10.0,Mercedes
HAM,23.0,98.384,HARD,11.0,Mercedes
HAM,24.0,98.367,HARD,12.0,Mercedes
HAM,25.0,98.29,HARD,13.0,Mercedes
HAM,26.0,98.339,HARD,14.0,Mercedes
HAM,27.0,98.369,HARD,15.0,Mercedes
HAM,28.0,98.265,HARD,16.0,Mercedes
HAM,29.0,98.38,HARD,17.0,Mercedes
HAM,32.0,97.563,HARD,2.0,Mercedes
HAM,33.0,97.549,HARD,3.0,Mercedes
HAM,34.0,98.135,HARD,4.0,Mercedes
HAM,35.0,96.831,HARD,5.0,Mercedes
HAM,36.0,96.546,HARD,6.0,Mercedes
HAM,37.0,97.388,HARD,7.0,Mercedes
HAM,38.0,98.304,HARD,8.0,Mercedes
HAM,39.0,97.478,HARD,9.0,Mercedes
HAM,40.0,97.494,HARD,10.0,Mercedes
HAM,42.0,97.061,HARD,12.0,Mercedes
HAM,43.0,97.111,HARD,13.0,Mercedes
HAM,44.0,97.048,HARD,14.0,Mercedes
HAM,45.0,97.661,HARD,15.0,Mercedes
HAM,46.0,97.779,HARD,16.0,Mercedes
HAM,47.0,98.517,HARD,17.0,Mercedes
HAM,48.0,97.844,HARD,18.0,Mercedes
HAM,49.0,97.954,HARD,19.0,Mercedes
HAM,50.0,97.77,HARD,20.0,Mercedes
HAM,51.0,98.014,HARD,21.0,Mercedes
HAM,52.0,97.803,HARD,22.0,Mercedes
HAM,53.0,97.988,HARD,23.0,Mercedes
HAM,54.0,98.076,HARD,24.0,Mercedes
HAM,55.0,97.955,HARD,25.0,Mercedes
HAM,56.0,98.111,HARD,26.0,Mercedes
HAM,57.0,98.255,HARD,27.0,Mercedes
SAI,2.0,98.933,SOFT,5.0,Ferrari
SAI,3.0,99.042,SOFT,6.0,Ferrari
SAI,4.0,98.985,SOFT,7.0,Ferrari
SAI,5.0,99.128,SOFT,8.0,Ferrari
SAI,6.0,99.474,SOFT,9.0,Ferrari
SAI,7.0,99.502,SOFT,10.0,Ferrari
SAI,8.0,99.779,SOFT,11.0,Ferrari
SAI,9.0,99.744,SOFT,12.0,Ferrari
SAI,10.0,100.102,SOFT,13.0,Ferrari
SAI,11.0,100.507,SOFT,14.0,Ferrari
SAI,12.0,100.52,SOFT,15.0,Ferrari
SAI,15.0,97.985,HARD,2.0,Ferrari
SAI,16.0,98.433,HARD,3.0,Ferrari
SAI,17.0,98.161,HARD,4.0,Ferrari
SAI,18.0,98.287,HARD,5.0,Ferrari
SAI,19.0,98.21,HARD,6.0,Ferrari
SAI,20.0,98.096,HARD,7.0,Ferrari
SAI,21.0,98.24,HARD,8.0,Ferrari
SAI,22.0,98.453,HARD,9.0,Ferrari
SAI,23.0,98.597,HARD,10.0,Ferrari
SAI,24.0,98.314,HARD,11.0,Ferrari
SAI,25.0,98.571,HARD,12.0,Ferrari
SAI,26.0,98.331,HARD,13.0,Ferrari
SAI,27.0,98.423,HARD,14.0,Ferrari
SAI,28.0,98.474,HARD,15.0,Ferrari
SAI,29.0,98.55,HARD,16.0,Ferrari
SAI,30.0,98.601,HARD,17.0,Ferrari
SAI,33.0,97.548,HARD,2.0,Ferrari
SAI,34.0,97.475,HARD,3.0,Ferrari
SAI,35.0,97.441,HARD,4.0,Ferrari
SAI,36.0,97.706,HARD,5.0,Ferrari
SAI,37.0,97.13,HARD,6.0,Ferrari
SAI,38.0,97.444,HARD,7.0,Ferrari
SAI,39.0,97.403,HARD,8.0,Ferrari
SAI,40.0,97.587,HARD,9.0,Ferrari
SAI,42.0,97.375,HARD,11.0,Ferrari
SAI,43.0,97.294,HARD,12.0,Ferrari
SAI,44.0,97.389,HARD,13.0,Ferrari
SAI,45.0,99.561,HARD,14.0,Ferrari
SAI,46.0,97.844,HARD,15.0,Ferrari
SAI,47.0,98.222,HARD,16.0,Ferrari
SAI,48.0,97.897,HARD,17.0,Ferrari
SAI,49.0,97.765,HARD,18.0,Ferrari
SAI,50.0,97.604,HARD,19.0,Ferrari
SAI,51.0,97.672,HARD,20.0,Ferrari
SAI,52.0,97.49,HARD,21.0,Ferrari
SAI,53.0,97.66,HARD,22.0,Ferrari
SAI,54.0,97.694,HARD,23.0,Ferrari
SAI,55.0,97.821,HARD,24.0,Ferrari
SAI,56.0,98.126,HARD,25.0,Ferrari
SAI,57.0,98.021,HARD,26.0,Ferrari
RUS,2.0,99.59,SOFT,5.0,Mercedes
RUS,3.0,99.093,SOFT,6.0,Mercedes
RUS,4.0,99.261,SOFT,7.0,Mercedes
RUS,5.0,99.549,SOFT,8.0,Mercedes
RUS,6.0,99.493,SOFT,9.0,Mercedes
RUS,7.0,100.056,SOFT,10.0,Mercedes
RUS,8.0,100.31,SOFT,11.0,Mercedes
RUS,9.0,100.42,SOFT,12.0,Mercedes
RUS,10.0,100.532,SOFT,13.0,Mercedes
RUS,15.0,97.46,HARD,2.0,Mercedes
RUS,16.0,97.833,HARD,3.0,Mercedes
RUS,17.0,98.604,HARD,4.0,Mercedes
RUS,18.0,98.427,HARD,5.0,Mercedes
RUS,19.0,98.512,HARD,6.0,Mercedes
RUS,20.0,98.578,HARD,7.0,Mercedes
RUS,21.0,98.555,HARD,8.0,Mercedes
RUS,22.0,98.438,HARD,9.0,Mercedes
RUS,23.0,98.773,HARD,10.0,Mercedes
RUS,24.0,98.643,HARD,11.0,Mercedes
RUS,25.0,98.487,HARD,12.0,Mercedes
RUS,26.0,98.462,HARD,13.0,Mercedes
RUS,27.0,98.625,HARD,14.0,Mercedes
RUS,28.0,98.448,HARD,15.0,Mercedes
RUS,29.0,98.792,HARD,16.0,Mercedes
RUS,30.0,98.541,HARD,17.0,Mercedes
RUS,33.0,97.221,HARD,2.0,Mercedes
RUS,34.0,97.311,HARD,3.0,Mercedes
RUS,35.0,97.592,HARD,4.0,Mercedes
RUS,36.0,97.607,HARD,5.0,Mercedes
RUS,37.0,97.822,HARD,6.0,Mercedes
RUS,38.0,97.66,HARD,7.0,Mercedes
RUS,39.0,97.495,HARD,8.0,Mercedes
RUS,40.0,98.085,HARD,9.0,Mercedes
RUS,42.0,97.035,HARD,11.0,Mercedes
RUS,43.0,97.48,HARD,12.0,Mercedes
RUS,44.0,97.597,HARD,13.0,Mercedes
RUS,45.0,97.316,HARD,14.0,Mercedes
RUS,46.0,97.571,HARD,15.0,Mercedes
RUS,47.0,97.432,HARD,16.0,Mercedes
RUS,48.0,97.52,HARD,17.0,Mercedes
RUS,49.0,97.718,HARD,18.0,Mercedes
RUS,50.0,97.383,HARD,19.0,Mercedes
RUS,51.0,97.825,HARD,20.0,Mercedes
RUS,52.0,97.589,HARD,21.0,Mercedes
RUS,53.0,97.841,HARD,22.0,Mercedes
RUS,54.0,97.923,HARD,23.0,Mercedes
RUS,55.0,97.86,HARD,24.0,Mercedes
RUS,56.0,97.636,HARD,25.0,Mercedes
RUS,57.0,97.767,HARD,26.0,Mercedes
BOT,2.0,99.956,SOFT,2.0,Alfa Romeo
BOT,3.0,99.397,SOFT,3.0,Alfa Romeo
BOT,4.0,99.823,SOFT,4.0,Alfa Romeo
BOT,6.0,100.265,SOFT,6.0,Alfa Romeo
BOT,7.0,100.564,SOFT,7.0,Alfa Romeo
BOT,8.0,100.387,SOFT,8.0,Alfa Romeo
BOT,9.0,100.275,SOFT,9.0,Alfa Romeo
BOT,13.0,98.03,HARD,2.0,Alfa Romeo
BOT,14.0,98.098,HARD,3.0,Alfa Romeo
BOT,15.0,98.851,HARD,4.0,Alfa Romeo
BOT,16.0,98.494,HARD,5.0,Alfa Romeo
BOT,17.0,99.973,HARD,6.0,Alfa Romeo
BOT,18.0,100.24,HARD,7.0,Alfa Romeo
BOT,19.0,99.497,HARD,8.0,Alfa Romeo
BOT,20.0,100.442,HARD,9.0,Alfa Romeo
BOT,21.0,99.355,HARD,10.0,Alfa Romeo
BOT,22.0,99.356,HARD,11.0,Alfa Romeo
BOT,23.0,99.311,HARD,12.0,Alfa Romeo
BOT,24.0,99.427,HARD,13.0,Alfa Romeo
BOT,25.0,99.49,HARD,14.0,Alfa Romeo
BOT,26.0,99.5,HARD,15.0,Alfa Romeo
BOT,27.0,99.287,HARD,16.0,Alfa Romeo
BOT,28.0,99.016,HARD,17.0,Alfa Romeo
BOT,31.0,97.379,HARD,2.0,Alfa Romeo
BOT,32.0,97.675,HARD,3.0,Alfa Romeo
BOT,33.0,97.775,HARD,4.0,Alfa Romeo
BOT,34.0,97.774,HARD,5.0,Alfa Romeo
BOT,35.0,97.817,HARD,6.0,Alfa Romeo
BOT,36.0,97.827,HARD,7.0,Alfa Romeo
BOT,37.0,97.774,HARD,8.0,Alfa Romeo
BOT,38.0,97.658,HARD,9.0,Alfa Romeo
BOT,39.0,97.784,HARD,10.0,Alfa Romeo
BOT,42.0,97.736,HARD,13.0,Alfa Romeo
BOT,43.0,97.813,HARD,14.0,Alfa Romeo
BOT,44.0,97.868,HARD,15.0,Alfa Romeo
BOT,45.0,97.688,HARD,16.0,Alfa Romeo
BOT,46.0,97.83,HARD,17.0,Alfa Romeo
BOT,47.0,97.815,HARD,18.0,Alfa Romeo
BOT,48.0,97.5,HARD,19.0,Alfa Romeo
BOT,49.0,97.85,HARD,20.0,Alfa Romeo
BOT,50.0,97.71,HARD,21.0,Alfa Romeo
BOT,51.0,97.816,HARD,22.0,Alfa Romeo
BOT,52.0,97.947,HARD,23.0,Alfa Romeo
BOT,53.0,97.856,HARD,24.0,Alfa Romeo
BOT,54.0,97.738,HARD,25.0,Alfa Romeo
BOT,55.0,97.807,HARD,26.0,Alfa Romeo
BOT,56.0,98.16,HARD,27.0,Alfa Romeo
BOT,57.0,98.407,HARD,28.0,Alfa Romeo
